age,capital-gain,capital-loss,hours-per-week,income,new_workclass,new_education,new_marital_status,new_occupation
45,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
44,0,0,40,<=50K,Private,HS-grad,Never-married,Craft-repair
20,0,0,10,<=50K,Local-gov,Some-college,Never-married,Adm-clerical
33,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
23,0,0,40,<=50K,Private,Some-college,Never-married,Sales
46,0,0,30,<=50K,Self-emp-not-inc,Masters,Divorced,Exec-managerial
38,0,0,50,<=50K,Private,HS-grad,Married-civ-spouse,Sales
54,0,0,40,<=50K,Private,HS-grad,Divorced,Transport-moving
46,0,2339,45,<=50K,Private,5th-6th,Divorced,Craft-repair
25,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair
46,0,0,40,<=50K,Private,Some-college,Divorced,Sales
36,0,0,40,<=50K,Local-gov,Some-college,Married-civ-spouse,Transport-moving
23,0,0,25,<=50K,Private,HS-grad,Never-married,Other-service
29,0,0,40,<=50K,Private,HS-grad,Separated,Machine-op-inspct
44,0,2415,6,>50K,Private,Some-college,Married-civ-spouse,Adm-clerical
19,0,0,16,<=50K,Private,Some-college,Never-married,Adm-clerical
19,0,0,40,<=50K,Private,HS-grad,Never-married,Other-service
35,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Other-service
27,0,0,50,<=50K,Private,Bachelors,Never-married,Craft-repair
46,0,0,40,<=50K,Self-emp-not-inc,Assoc-acdm,Separated,Craft-repair
34,7688,0,45,>50K,State-gov,Bachelors,Married-civ-spouse,Exec-managerial
34,0,0,35,<=50K,Private,HS-grad,Never-married,Other-service
44,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Tech-support
45,0,0,40,<=50K,Private,Some-college,Divorced,Handlers-cleaners
20,0,0,35,<=50K,Private,HS-grad,Never-married,Prof-specialty
25,0,0,55,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
52,0,0,50,>50K,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial
20,0,0,40,<=50K,Private,Some-college,Never-married,Handlers-cleaners
28,0,0,40,<=50K,Private,Some-college,Never-married,Other-service
50,0,0,40,>50K,State-gov,Bachelors,Married-civ-spouse,Protective-serv
34,0,0,64,<=50K,Private,Assoc-voc,Divorced,Tech-support
28,0,2179,40,<=50K,Private,7th-8th,Married-civ-spouse,Handlers-cleaners
41,0,1977,65,>50K,Private,Masters,Married-civ-spouse,Exec-managerial
28,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Adm-clerical
46,0,0,25,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair
28,0,1887,40,>50K,Private,Some-college,Married-civ-spouse,Prof-specialty
32,0,0,50,<=50K,Private,Some-college,Married-civ-spouse,Exec-managerial
41,0,0,24,<=50K,Local-gov,Some-college,Divorced,Other-service
24,0,0,40,<=50K,Private,HS-grad,Never-married,Handlers-cleaners
33,0,0,40,<=50K,Private,Some-college,Divorced,Exec-managerial
46,15024,0,60,>50K,Private,Doctorate,Married-civ-spouse,Exec-managerial
31,0,0,40,<=50K,State-gov,Some-college,Married-civ-spouse,Machine-op-inspct
35,0,0,50,>50K,Private,12th,Divorced,Craft-repair
52,0,0,40,<=50K,Private,1st-4th,Married-civ-spouse,Machine-op-inspct
30,0,0,19,<=50K,Private,11th,Never-married,Other-service
34,0,0,40,<=50K,Local-gov,11th,Separated,Machine-op-inspct
34,0,0,40,<=50K,State-gov,HS-grad,Divorced,Transport-moving
20,0,0,30,<=50K,Private,Some-college,Married-civ-spouse,Sales
17,2176,0,18,<=50K,Private,11th,Never-married,Handlers-cleaners
32,0,0,40,>50K,State-gov,Bachelors,Married-civ-spouse,Exec-managerial
29,0,0,40,<=50K,Private,HS-grad,Divorced,Farming-fishing
33,0,0,35,<=50K,Private,10th,Never-married,Craft-repair
25,0,0,60,<=50K,Private,HS-grad,Married-civ-spouse,Transport-moving
36,0,1408,40,<=50K,Federal-gov,Masters,Never-married,Prof-specialty
23,0,0,72,<=50K,Private,HS-grad,Never-married,Handlers-cleaners
63,0,0,40,>50K,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial
47,0,0,40,<=50K,Local-gov,Masters,Married-civ-spouse,Prof-specialty
80,0,0,24,<=50K,Private,HS-grad,Widowed,Prof-specialty
17,0,0,40,<=50K,Private,11th,Never-married,Prof-specialty
40,2174,0,40,<=50K,Self-emp-not-inc,Bachelors,Married-spouse-absent,Prof-specialty
30,0,0,25,>50K,Private,Assoc-acdm,Married-civ-spouse,Other-service
27,0,1980,40,<=50K,Private,Some-college,Never-married,Craft-repair
33,0,0,50,>50K,Private,Masters,Married-civ-spouse,Prof-specialty
34,594,0,60,<=50K,Local-gov,HS-grad,Never-married,Farming-fishing
34,0,0,40,<=50K,Local-gov,Some-college,Never-married,Protective-serv
23,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Adm-clerical
42,0,0,40,<=50K,Local-gov,Some-college,Married-civ-spouse,Adm-clerical
29,0,0,40,<=50K,Private,Bachelors,Never-married,Prof-specialty
45,0,0,28,<=50K,Private,HS-grad,Divorced,Adm-clerical
24,0,0,40,<=50K,Federal-gov,HS-grad,Never-married,Armed-Forces
44,0,0,40,>50K,Private,Some-college,Married-civ-spouse,Prof-specialty
27,0,0,40,<=50K,Private,9th,Never-married,Craft-repair
20,0,0,35,<=50K,Private,Some-college,Never-married,Sales
44,0,0,40,<=50K,Private,HS-grad,Widowed,Exec-managerial
51,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
20,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
17,0,0,5,<=50K,Private,11th,Never-married,Prof-specialty
19,0,0,40,<=50K,Private,HS-grad,Never-married,Machine-op-inspct
45,0,0,55,>50K,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair
60,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair
42,0,0,40,>50K,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial
44,0,0,40,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales
40,0,0,40,>50K,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct
30,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Exec-managerial
38,0,0,50,<=50K,Private,Some-college,Married-civ-spouse,Transport-moving
23,0,0,60,<=50K,Private,HS-grad,Married-civ-spouse,Transport-moving
32,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Prof-specialty
44,0,0,40,<=50K,Private,Assoc-acdm,Never-married,Farming-fishing
54,0,0,40,<=50K,Local-gov,HS-grad,Married-civ-spouse,Transport-moving
32,0,0,50,<=50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
50,0,0,40,<=50K,Private,1st-4th,Married-spouse-absent,Craft-repair
24,0,0,20,<=50K,Private,Bachelors,Never-married,Tech-support
37,0,0,60,<=50K,Private,HS-grad,Married-civ-spouse,Adm-clerical
52,0,0,40,<=50K,Private,HS-grad,Divorced,Transport-moving
38,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Transport-moving
49,0,1977,45,>50K,Private,Masters,Married-civ-spouse,Exec-managerial
30,0,0,16,>50K,Private,Bachelors,Married-civ-spouse,Tech-support
60,0,0,40,>50K,Private,Some-college,Never-married,Prof-specialty
22,0,0,40,<=50K,Private,Some-college,Never-married,Prof-specialty
35,0,0,40,<=50K,Private,HS-grad,Never-married,Craft-repair
30,0,0,60,<=50K,Private,HS-grad,Never-married,Transport-moving
67,0,0,24,<=50K,Private,Assoc-voc,Divorced,Other-service
46,0,0,40,<=50K,Private,Bachelors,Never-married,Craft-repair
17,0,0,6,<=50K,Private,9th,Never-married,Other-service
22,0,0,30,<=50K,Private,Some-college,Never-married,Handlers-cleaners
27,0,0,40,<=50K,Private,10th,Never-married,Other-service
23,0,0,35,<=50K,Private,HS-grad,Never-married,Other-service
33,0,0,45,<=50K,Private,Assoc-acdm,Married-civ-spouse,Craft-repair
43,0,0,20,<=50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair
28,0,0,20,<=50K,State-gov,Bachelors,Never-married,Prof-specialty
41,0,0,40,<=50K,Private,HS-grad,Married-spouse-absent,Craft-repair
52,594,0,40,<=50K,Private,12th,Never-married,Prof-specialty
25,0,0,20,<=50K,Private,Some-college,Married-spouse-absent,Adm-clerical
63,0,0,35,<=50K,Private,1st-4th,Married-civ-spouse,Prof-specialty
59,0,0,45,<=50K,Local-gov,HS-grad,Married-civ-spouse,Transport-moving
45,0,0,40,<=50K,Local-gov,Bachelors,Divorced,Prof-specialty
38,15024,0,60,>50K,Private,Bachelors,Married-civ-spouse,Sales
40,0,0,35,<=50K,Private,HS-grad,Never-married,Other-service
46,0,0,40,<=50K,Federal-gov,HS-grad,Divorced,Adm-clerical
35,0,0,60,<=50K,Private,Assoc-acdm,Never-married,Exec-managerial
34,0,0,25,<=50K,Private,HS-grad,Divorced,Prof-specialty
33,0,0,20,<=50K,Private,Bachelors,Never-married,Craft-repair
41,0,0,36,<=50K,Private,HS-grad,Divorced,Adm-clerical
20,0,0,40,<=50K,Private,Some-college,Never-married,Machine-op-inspct
23,0,0,40,<=50K,Private,5th-6th,Never-married,Other-service
26,0,0,35,<=50K,Private,Some-college,Never-married,Prof-specialty
72,0,0,20,<=50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
23,0,0,40,<=50K,Local-gov,HS-grad,Never-married,Farming-fishing
62,0,0,40,<=50K,Local-gov,HS-grad,Married-civ-spouse,Transport-moving
52,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Adm-clerical
58,0,0,42,<=50K,Private,Some-college,Divorced,Other-service
25,0,0,40,<=50K,Private,Bachelors,Never-married,Sales
24,0,0,40,<=50K,Private,Bachelors,Never-married,Exec-managerial
19,0,0,8,<=50K,Private,Some-college,Never-married,Protective-serv
43,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Exec-managerial
47,0,0,40,<=50K,Local-gov,HS-grad,Separated,Adm-clerical
39,0,0,40,<=50K,Private,HS-grad,Divorced,Other-service
49,0,1380,42,<=50K,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners
53,0,0,30,<=50K,Private,5th-6th,Widowed,Prof-specialty
32,0,0,45,<=50K,Private,Assoc-voc,Never-married,Craft-repair
34,0,0,50,>50K,Private,Some-college,Married-civ-spouse,Prof-specialty
28,0,0,45,<=50K,Private,HS-grad,Divorced,Craft-repair
57,0,0,38,<=50K,Private,Assoc-voc,Widowed,Prof-specialty
25,0,0,20,<=50K,Private,Some-college,Never-married,Adm-clerical
20,0,0,24,<=50K,Private,Some-college,Never-married,Prof-specialty
21,0,0,35,<=50K,Private,Some-college,Never-married,Prof-specialty
34,0,0,50,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
38,15024,0,80,>50K,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial
50,7688,0,50,>50K,Private,HS-grad,Married-civ-spouse,Exec-managerial
24,0,0,50,<=50K,Local-gov,Some-college,Divorced,Handlers-cleaners
37,0,0,45,>50K,Local-gov,Some-college,Married-civ-spouse,Tech-support
44,0,0,58,>50K,Private,Some-college,Divorced,Machine-op-inspct
28,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Sales
42,0,0,40,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
74,0,0,9,<=50K,Private,Some-college,Divorced,Adm-clerical
38,0,0,50,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair
44,0,0,40,<=50K,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty
44,0,0,46,<=50K,Private,11th,Divorced,Machine-op-inspct
26,0,0,40,<=50K,Private,HS-grad,Never-married,Machine-op-inspct
36,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Other-service
41,0,0,50,>50K,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial
67,20051,0,48,>50K,Private,Prof-school,Married-civ-spouse,Prof-specialty
39,0,0,50,<=50K,Local-gov,12th,Married-civ-spouse,Tech-support
57,0,0,30,<=50K,Private,1st-4th,Widowed,Priv-house-serv
29,0,0,40,<=50K,Private,Assoc-voc,Separated,Craft-repair
31,0,0,45,<=50K,Self-emp-inc,Bachelors,Never-married,Farming-fishing
34,0,0,40,<=50K,Private,HS-grad,Never-married,Prof-specialty
44,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Transport-moving
29,0,0,40,<=50K,Private,Doctorate,Never-married,Prof-specialty
30,0,0,40,<=50K,Private,Some-college,Never-married,Handlers-cleaners
27,0,0,40,<=50K,Private,HS-grad,Never-married,Transport-moving
27,0,0,50,<=50K,Private,Some-college,Married-civ-spouse,Sales
32,0,0,45,<=50K,Private,HS-grad,Never-married,Handlers-cleaners
58,0,0,8,<=50K,Private,10th,Married-civ-spouse,Other-service
35,0,0,40,<=50K,Local-gov,Some-college,Married-civ-spouse,Protective-serv
21,0,0,36,<=50K,Private,HS-grad,Never-married,Handlers-cleaners
28,0,0,40,<=50K,Private,Some-college,Never-married,Craft-repair
46,0,0,50,<=50K,Self-emp-not-inc,Some-college,Divorced,Exec-managerial
36,0,0,40,<=50K,Self-emp-not-inc,HS-grad,Separated,Other-service
72,0,0,40,<=50K,Private,11th,Widowed,Adm-clerical
35,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
33,0,0,40,>50K,Federal-gov,Assoc-voc,Divorced,Craft-repair
69,0,0,40,<=50K,Private,11th,Never-married,Machine-op-inspct
35,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
31,0,0,20,<=50K,Private,HS-grad,Separated,Adm-clerical
34,0,0,32,<=50K,Private,HS-grad,Married-civ-spouse,Tech-support
30,0,0,40,<=50K,Private,11th,Married-civ-spouse,Other-service
28,0,0,55,<=50K,Private,Bachelors,Never-married,Transport-moving
54,0,0,35,>50K,Private,Bachelors,Married-civ-spouse,Sales
47,0,0,50,>50K,Private,Some-college,Married-civ-spouse,Prof-specialty
24,0,0,40,<=50K,Private,HS-grad,Never-married,Handlers-cleaners
52,0,0,60,>50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty
20,0,0,48,<=50K,Private,HS-grad,Never-married,Handlers-cleaners
43,5013,0,45,<=50K,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial
45,0,0,40,<=50K,Private,7th-8th,Separated,Other-service
29,0,0,35,<=50K,Self-emp-not-inc,HS-grad,Separated,Craft-repair
47,0,0,42,<=50K,Private,Masters,Divorced,Exec-managerial
24,0,0,40,<=50K,Private,HS-grad,Never-married,Craft-repair
51,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
17,0,0,12,<=50K,Private,11th,Never-married,Sales
37,0,1977,40,>50K,Private,Assoc-voc,Married-civ-spouse,Craft-repair
27,0,0,70,<=50K,Private,Doctorate,Never-married,Prof-specialty
29,0,0,40,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
18,0,0,25,<=50K,Private,12th,Never-married,Prof-specialty
36,0,0,35,<=50K,Self-emp-not-inc,Assoc-acdm,Divorced,Sales
58,0,0,40,<=50K,Local-gov,Bachelors,Never-married,Prof-specialty
26,0,0,45,<=50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair
65,0,0,30,>50K,Private,Some-college,Married-civ-spouse,Prof-specialty
57,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Sales
59,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
27,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
31,0,0,40,<=50K,Self-emp-not-inc,Bachelors,Never-married,Tech-support
21,0,0,24,<=50K,Private,Some-college,Never-married,Sales
29,0,0,60,<=50K,Private,Some-college,Never-married,Adm-clerical
18,0,0,40,<=50K,Private,11th,Never-married,Other-service
52,0,1887,47,>50K,Private,10th,Married-civ-spouse,Craft-repair
57,0,0,80,<=50K,Self-emp-inc,Bachelors,Divorced,Prof-specialty
42,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
55,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
60,0,0,48,>50K,Private,7th-8th,Never-married,Transport-moving
31,7688,0,40,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
23,0,0,40,<=50K,Private,Bachelors,Never-married,Adm-clerical
27,0,0,40,<=50K,Private,HS-grad,Never-married,Sales
23,0,0,25,<=50K,Private,Some-college,Never-married,Prof-specialty
42,0,1902,50,>50K,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty
25,2174,0,40,<=50K,Private,Some-college,Never-married,Tech-support
49,0,0,45,<=50K,Private,Bachelors,Never-married,Prof-specialty
32,0,0,40,<=50K,Private,Bachelors,Never-married,Tech-support
19,0,0,28,<=50K,Private,Some-college,Never-married,Adm-clerical
60,0,0,40,<=50K,Private,7th-8th,Divorced,Other-service
42,0,0,40,<=50K,Local-gov,9th,Married-civ-spouse,Other-service
35,0,0,40,<=50K,Self-emp-not-inc,Assoc-acdm,Never-married,Farming-fishing
48,0,0,37,<=50K,Private,HS-grad,Never-married,Adm-clerical
51,0,0,40,>50K,Private,Masters,Married-civ-spouse,Craft-repair
29,0,0,40,<=50K,Private,HS-grad,Never-married,Craft-repair
36,0,0,40,<=50K,Local-gov,HS-grad,Separated,Exec-managerial
17,0,0,21,<=50K,Private,10th,Never-married,Other-service
52,6849,0,60,<=50K,Private,Masters,Divorced,Prof-specialty
24,0,0,40,<=50K,Private,HS-grad,Never-married,Craft-repair
24,0,0,50,<=50K,Private,HS-grad,Married-civ-spouse,Handlers-cleaners
26,1055,0,40,<=50K,Local-gov,Bachelors,Never-married,Prof-specialty
27,0,0,20,<=50K,Private,Bachelors,Never-married,Other-service
39,0,0,60,<=50K,Private,HS-grad,Never-married,Handlers-cleaners
30,0,0,45,<=50K,Private,HS-grad,Married-civ-spouse,Transport-moving
50,0,0,32,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial
52,0,0,55,<=50K,Self-emp-inc,Bachelors,Married-civ-spouse,Sales
46,15024,0,45,>50K,Private,Prof-school,Married-civ-spouse,Prof-specialty
23,0,0,20,<=50K,Private,Bachelors,Never-married,Sales
45,0,0,20,<=50K,Private,11th,Widowed,Other-service
65,0,0,24,<=50K,Private,9th,Widowed,Priv-house-serv
29,0,0,55,<=50K,Private,Assoc-voc,Married-civ-spouse,Transport-moving
47,0,0,40,<=50K,Private,9th,Married-spouse-absent,Handlers-cleaners
30,0,0,60,<=50K,Private,HS-grad,Never-married,Farming-fishing
34,0,0,45,>50K,Private,HS-grad,Married-civ-spouse,Sales
38,0,0,64,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales
33,0,0,40,>50K,Private,Some-college,Married-civ-spouse,Exec-managerial
49,0,0,26,>50K,Private,Bachelors,Married-civ-spouse,Sales
47,0,0,40,<=50K,Self-emp-not-inc,Some-college,Never-married,Other-service
49,0,0,40,<=50K,Local-gov,10th,Separated,Other-service
43,15024,0,60,>50K,Private,Some-college,Married-civ-spouse,Craft-repair
30,0,0,40,>50K,Private,Bachelors,Married-civ-spouse,Adm-clerical
58,0,0,60,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair
19,0,0,14,<=50K,Private,HS-grad,Never-married,Other-service
21,0,0,40,<=50K,Private,Bachelors,Never-married,Handlers-cleaners
33,15024,0,60,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
47,0,0,50,<=50K,Self-emp-inc,5th-6th,Married-civ-spouse,Transport-moving
52,0,0,60,>50K,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty
26,0,0,55,<=50K,Private,HS-grad,Divorced,Craft-repair
60,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
21,0,0,40,<=50K,Private,Some-college,Never-married,Handlers-cleaners
36,5178,0,50,>50K,Private,Some-college,Married-civ-spouse,Sales
31,0,0,45,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair
50,0,0,40,>50K,Self-emp-inc,Doctorate,Separated,Prof-specialty
31,0,0,40,<=50K,Local-gov,HS-grad,Divorced,Adm-clerical
71,0,0,15,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
58,0,0,50,<=50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
30,0,0,40,>50K,State-gov,Bachelors,Married-civ-spouse,Tech-support
20,0,0,20,<=50K,Private,Some-college,Never-married,Other-service
24,4101,0,50,<=50K,Private,HS-grad,Never-married,Exec-managerial
35,0,0,40,>50K,Private,Doctorate,Married-civ-spouse,Prof-specialty
38,0,0,45,<=50K,State-gov,Some-college,Separated,Exec-managerial
27,0,0,32,<=50K,Private,HS-grad,Never-married,Machine-op-inspct
29,0,0,40,<=50K,State-gov,Some-college,Never-married,Adm-clerical
70,1111,0,15,<=50K,Private,9th,Widowed,Prof-specialty
34,0,0,45,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
44,0,0,35,<=50K,Private,7th-8th,Married-civ-spouse,Craft-repair
43,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
44,0,0,40,>50K,Self-emp-not-inc,12th,Married-civ-spouse,Handlers-cleaners
35,0,0,60,<=50K,Private,Masters,Never-married,Sales
27,0,0,40,<=50K,Private,Some-college,Never-married,Prof-specialty
43,0,0,38,<=50K,Local-gov,Masters,Never-married,Prof-specialty
20,0,0,25,<=50K,Private,Some-college,Never-married,Sales
42,8614,0,40,>50K,Private,Assoc-acdm,Divorced,Prof-specialty
27,3411,0,40,<=50K,State-gov,Some-college,Married-civ-spouse,Transport-moving
42,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair
20,0,1762,40,<=50K,Private,11th,Married-spouse-absent,Prof-specialty
24,0,1721,40,<=50K,Private,9th,Never-married,Machine-op-inspct
48,0,0,40,<=50K,Federal-gov,Some-college,Divorced,Exec-managerial
17,0,0,20,<=50K,Private,11th,Never-married,Prof-specialty
17,0,0,10,<=50K,Self-emp-not-inc,11th,Never-married,Farming-fishing
33,0,0,40,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
50,0,0,50,>50K,Self-emp-inc,HS-grad,Married-civ-spouse,Sales
22,2597,0,40,<=50K,Private,HS-grad,Never-married,Sales
17,0,0,16,<=50K,Private,12th,Never-married,Other-service
32,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Adm-clerical
31,0,0,45,<=50K,Private,HS-grad,Never-married,Craft-repair
58,0,0,50,<=50K,Self-emp-not-inc,HS-grad,Widowed,Exec-managerial
29,0,0,48,<=50K,Local-gov,HS-grad,Never-married,Protective-serv
37,0,0,40,>50K,Private,Assoc-voc,Married-civ-spouse,Craft-repair
34,0,0,40,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair
23,0,0,40,<=50K,Local-gov,Some-college,Separated,Exec-managerial
18,0,0,5,<=50K,State-gov,11th,Never-married,Adm-clerical
34,0,0,40,<=50K,Private,HS-grad,Divorced,Exec-managerial
66,0,0,4,<=50K,Private,7th-8th,Never-married,Prof-specialty
45,0,0,55,<=50K,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty
41,0,0,35,<=50K,Private,Masters,Never-married,Exec-managerial
26,0,0,30,<=50K,Private,HS-grad,Never-married,Other-service
54,0,0,40,<=50K,Local-gov,Some-college,Married-civ-spouse,Farming-fishing
24,0,0,45,<=50K,Private,Some-college,Never-married,Machine-op-inspct
42,0,0,50,<=50K,Private,Some-college,Married-civ-spouse,Prof-specialty
20,0,0,20,<=50K,Private,Some-college,Never-married,Prof-specialty
23,0,0,20,<=50K,State-gov,Bachelors,Never-married,Tech-support
25,0,0,45,<=50K,Private,Assoc-acdm,Never-married,Prof-specialty
35,0,0,60,>50K,Private,Masters,Never-married,Prof-specialty
31,0,1902,40,>50K,Private,Masters,Married-civ-spouse,Tech-support
30,0,0,40,<=50K,Private,Bachelors,Never-married,Prof-specialty
19,0,0,20,<=50K,Private,HS-grad,Never-married,Sales
